Phylum,Class,Genus,Species,Species Author,Subspecies,Subspecies Author,Variety,Variety Author,taxon name for relation
Rhodophyta,Florideophyceae,Antithamnionella,pacifica,(Kylin) E.M. Wollaston,,,,,Antithamnionella pacifica
Rhodophyta,Florideophyceae,Antithamnionella,pacifica,(Harvey) E.M.Wollaston,,,,,Antithamnionella pacifica
Rhodophyta,Florideophyceae,Antithamnionella,shimamurana,(M.Nagai) S.C.Lindstrom & P.W.Gabrielson,,,,,Antithamnionella shimamurana
Cyanobacteria,Cyanophyceae,Aphanizomenon,flos-aquae,(L.) Ralfs,,,,,Aphanizomenon flos-aquae
Rhodophyta,Florideophyceae,Aphanocladia,delicatula,(Hooker & Harvey) Falkenberg,,,,,Aphanocladia delicatula
Rhodophyta,Florideophyceae,Aphanocladia,delicatula,(Hooker & Harv.) Falkenb,,,,,Aphanocladia delicatula
Cyanobacteria,Cyanophyceae,Aphanothece,naegelii,Wartm.,,,,,Aphanothece naegelii
Cyanobacteria,Cyanophyceae,Aphanothece,prasina,A. Brown,,,,,Aphanothece prasina
Chlorophyta,Ulvophyceae,Apjohnia,laetevirens,Harvey,,,,,Apjohnia laetevirens
Rhodophyta,Florideophyceae,Apoglossum,oppositifolium,(Hooker & Harvey) J. Agardh,,,,,Apoglossum oppositifolium
Rhodophyta,Florideophyceae,Apoglossum,ruscifolium,(Turner) J. Agardh,,,,,Apoglossum ruscifolium
Rhodophyta,Florideophyceae,Apoglossum,tasmanicum,(F. V. Müller) J. Agardh,,,,,Apoglossum tasmanicum
Rhodophyta,Florideophyceae,Apophlaea,lyallii,Hooker & Harvey,,,,,Apophlaea lyallii
Rhodophyta,Florideophyceae,Apophlaea,sinclairii,Harvey,,,,,Apophlaea sinclairii
Rhodophyta,Florideophyceae,Ardissonula,regularis,(Okamura) G. De Toni,,,,,Ardissonula regularis
Rhodophyta,Florideophyceae,Areschougia,congesta,(Turner) J. Agardh,,,,,Areschougia congesta
Rhodophyta,Florideophyceae,Arthrocardia,silvae,Johansen,,,,,Arthrocardia silvae
Rhodophyta,Florideophyceae,Arthrocardia,gardneri,Manza,,,,,Arthrocardia gardneri
Rhodophyta,Florideophyceae,Arthrocardia,silvae?,Johansen,,,,,Arthrocardia silvae?
Rhodophyta,Florideophyceae,Arthrocardia,silvae,H.W. Johansen,,,,,Arthrocardia silvae
Rhodophyta,Florideophyceae,Arthrocardia,flabellata,(Kützing) Manza,,,,,Arthrocardia flabellata
Rhodophyta,Florideophyceae,Arthrocladia,villosa,(Hudson) Buly.,,,,,Arthrocladia villosa
Chlorophyta,Zygnematophyceae,Arthrodesmus,incus,Ralfs,,,,,Arthrodesmus incus
Cyanobacteria,Cyanophyceae,Arthrospira,maxima,Setchell & N.L.Gardner,,,,,Arthrospira maxima
Cyanobacteria,Cyanophyceae,Arthrospira,maxima,Setchell & Gardner,,,,,Arthrospira maxima
Ochrophyta,Phaeophyceae,Arthrothamnus,bifidus,(Gmelin) Ruprecht,,,,,Arthrothamnus bifidus
Ochrophyta,Phaeophyceae,Ascocyclus,orbicularis,Magnus,,,,,Ascocyclus orbicularis
Ochrophyta,Phaeophyceae,Ascophyllum,nodosum,(L.) Le Jolis,,,,,Ascophyllum nodosum
Ochrophyta,Phaeophyceae,Ascophyllum,nodosum,(L.) Lejolis,,,,,Ascophyllum nodosum
Rhodophyta,Florideophyceae,Asparagopsis,taxiformis,(Delile) Trevisan,,,,,Asparagopsis taxiformis
Rhodophyta,Florideophyceae,Asparagopsis,armata,Harvey,,,,,Asparagopsis armata
Rhodophyta,Florideophyceae,Asparagopsis,hamifera,(Hariot) Okamura,,,,,Asparagopsis hamifera
Rhodophyta,Florideophyceae,Asparagopsis,sanfordiana,Harvey,,,,,Asparagopsis sanfordiana
Rhodophyta,Florideophyceae,Asparagopsis,taxiformis,(Delile) Collins & Hervey,,,,,Asparagopsis taxiformis
Rhodophyta,Florideophyceae,Asparagopsis,taxiformis,(Delile) Coll. & Harvey,,,,,Asparagopsis taxiformis
Ochrophyta,Phaeophyceae,Asperococcus,bullosus,Lamouroux,,,,,Asperococcus bullosus
Ochrophyta,Phaeophyceae,Asperococcus,echinatus,Greville,,,,,Asperococcus echinatus
Ochrophyta,Phaeophyceae,Asperococcus,fistulosus,(Hudson) Hook,,,,,Asperococcus fistulosus
Ochrophyta,Phaeophyceae,Asperococcus,echinatus,(Mart.) Greville,,,,,Asperococcus echinatus
Rhodophyta,Florideophyceae,Asterocolax,gardneri,(Setchell) Feldmann & Feldmann,,,,,Asterocolax gardneri
Ochrophyta,Phaeophyceae,Asteronema,ferruginea,(Harvey) Delapine & Asensi,,,,,Asteronema ferruginea
Rhodophyta,Florideophyceae,Audouinella,alariae,(Jonsson) Woelkerling,,,,,Audouinella alariae
Rhodophyta,Florideophyceae,Audouinella,microscopica,(Naegeli) Woelkerling,,,,,Audouinella microscopica
Rhodophyta,Florideophyceae,Audouinella,rhizoidea,(Drew) Garbary,,,,,Audouinella rhizoidea
Rhodophyta,Florideophyceae,Audouinella,thuretii,(Bornet) Woelkerling,,,,,Audouinella thuretii
Rhodophyta,Florideophyceae,Audouinella,arcuata?,(Drew) Garbary,,,,,Audouinella arcuata?
Rhodophyta,Florideophyceae,Audouinella,vaga,(Drew) Garbary,,,,,Audouinella vaga
Rhodophyta,Florideophyceae,Audouinella,purpurea,(Lightfoot) Woelkerling,,,,,Audouinella purpurea
Rhodophyta,Florideophyceae,Audouinella,plumosa,(Drew) Garbary,,,,,Audouinella plumosa
Rhodophyta,Florideophyceae,Audouinella,arcuata,"(Drew) Garbary,Hansen & Scagel",,,,,Audouinella arcuata
Rhodophyta,Florideophyceae,Audouinella,purpurea,(Lightfoot) Woerkerling,,,,,Audouinella purpurea
Rhodophyta,Florideophyceae,Audouinella,porphyrae,(Drew) Garbary,,,,,Audouinella porphyrae
Rhodophyta,Florideophyceae,Audouinella,arcuata,(Drew) Garbary,,,,,Audouinella arcuata
Rhodophyta,Florideophyceae,Audouinella,coccinea,"(Drew) Garbary, Hansen & Scagel",,,,,Audouinella coccinea
Rhodophyta,Florideophyceae,Audouinella,kurogii,Lee & Lindstrom,,,,,Audouinella kurogii
Rhodophyta,Florideophyceae,Audouinella,plumosa,(Drew) Garbary a,,,,,Audouinella plumosa
Rhodophyta,Florideophyceae,Audouinella,spetsbergense,(Kjellman) Woelkerling,,,,,Audouinella spetsbergense
Rhodophyta,Florideophyceae,Audouinella,alariae,(Jonss.) Woelkerling,,,,,Audouinella alariae
Rhodophyta,Florideophyceae,Audouinella,amphiroae,(Drew) Garbary,,,,,Audouinella amphiroae
Rhodophyta,Florideophyceae,Audouinella,arcuata,"(Drew) Garbary, Hansen & Scagel",,,,,Audouinella arcuata
Rhodophyta,Florideophyceae,Audouinella,bisporum,(Boergesen) Garbary,,,,,Audouinella bisporum
Rhodophyta,Florideophyceae,Audouinella,blumii,Woelkerling,,,,,Audouinella blumii
Rhodophyta,Florideophyceae,Audouinella,bonnemaisoniae,(Batters) Dixon,,,,,Audouinella bonnemaisoniae
Rhodophyta,Florideophyceae,Audouinella,botryocarpa,(Harvey) Woelkerling,,,,,Audouinella botryocarpa
Rhodophyta,Florideophyceae,Audouinella,bornetii,(Papenfuss) Garbary,,,,,Audouinella bornetii
Rhodophyta,Florideophyceae,Audouinella,catenulata,(Howe) Garbary,,,,,Audouinella catenulata
Rhodophyta,Florideophyceae,Audouinella,concrescens,(Drew) Dixon,,,,,Audouinella concrescens
Rhodophyta,Florideophyceae,Audouinella,densa,(Drew) Garbary,,,,,Audouinella densa
Rhodophyta,Florideophyceae,Audouinella,daviesii,(Dillwyn) Woelkerling,,,,,Audouinella daviesii
Rhodophyta,Florideophyceae,Audouinella,desmarestiae,"(Kylin) Garbary, Hansen & Scagel",,,,,Audouinella desmarestiae
Rhodophyta,Florideophyceae,Audouinella,desmarestiae,"(Kylin) Garbary,Hansen & Scagel",,,,,Audouinella desmarestiae
Rhodophyta,Florideophyceae,Audouinella,endophytica,(Batters) Dixon,,,,,Audouinella endophytica
Rhodophyta,Florideophyceae,Audouinella,erythrophylla,"(Jao) Garbary, Hansen & Scagel,",,,,,Audouinella erythrophylla
Rhodophyta,Florideophyceae,Audouinella,floridula,(Dillwyn) Woelkerling,,,,,Audouinella floridula
Rhodophyta,Florideophyceae,Audouinella,fluviatilis,Nom. Illigit.,,,,,Audouinella fluviatilis
Rhodophyta,Florideophyceae,Audouinella,fuegiense,Nom. Illigit.,,,,,Audouinella fuegiense
Rhodophyta,Florideophyceae,Audouinella,gymnogongri,Nom. Illigit.,,,,,Audouinella gymnogongri
Rhodophyta,Florideophyceae,Audouinella,hermanni,(Roth) Duby,,,,,Audouinella hermanni
Rhodophyta,Florideophyceae,Audouinella,hirsuta,"(Drew) Garbary, Hansen & Scagel,",,,,,Audouinella hirsuta
Rhodophyta,Florideophyceae,Audouinella,liagorae,(Boergesen) Woelkerling,,,,,Audouinella liagorae
Rhodophyta,Florideophyceae,Audouinella,macounii,"(F.S.Collins) Garbary, G.I.Hansen & Scagel",,,,,Audouinella macounii
Rhodophyta,Florideophyceae,Audouinella,macounii,"(Collins) Garbary,Hansen & Scagel",,,,,Audouinella macounii
Rhodophyta,Florideophyceae,Audouinella,macrocarpa,Nom. Illigit.,,,,,Audouinella macrocarpa
Rhodophyta,Florideophyceae,Audouinella,membranacea,(Magnus) Papenfuss,,,,,Audouinella membranacea
Rhodophyta,Florideophyceae,Audouinella,occidentalis,(Boergesen) Garbary,,,,,Audouinella occidentalis
Rhodophyta,Florideophyceae,Audouinella,obscura,Nom. Illigit.,,,,,Audouinella obscura
Rhodophyta,Florideophyceae,Audouinella,parvula,(Kylin) Dixon,,,,,Audouinella parvula
Rhodophyta,Florideophyceae,Audouinella,penetrale,(Drew) Garbary,,,,,Audouinella penetrale
Rhodophyta,Florideophyceae,Audouinella,proskaueri,(West) Garbary,,,,,Audouinella proskaueri
Rhodophyta,Florideophyceae,Audouinella,rothii,Nom Illigit.,,,,,Audouinella rothii
Rhodophyta,Florideophyceae,Audouinella,secundata,Nom. Illigit.,,,,,Audouinella secundata
Rhodophyta,Florideophyceae,Audouinella,saviana,(Meneghini) Woelkerling,,,,,Audouinella saviana
Rhodophyta,Florideophyceae,Audouinella,simplex,"(Drew) Garbary, Hansen & Scagel",,,,,Audouinella simplex
Rhodophyta,Florideophyceae,Audouinella,spetsbergensis,(Kjellman) Woelkerling,,,,,Audouinella spetsbergensis
Rhodophyta,Florideophyceae,Audouinella,subimmersa,(Setchell & Gardner) Garbary & Rueness,,,,,Audouinella subimmersa
Rhodophyta,Florideophyceae,Audouinella,violacea,(Wood) Smith,,,,,Audouinella violacea
Rhodophyta,Florideophyceae,Audouinella,purpurea,(Lighthfoot) Woelkerling,,,,,Audouinella purpurea
Rhodophyta,Florideophyceae,Audouinella,pacifica,(Kylin) Garbary,,,,,Audouinella pacifica
Rhodophyta,Florideophyceae,Audouinella,spetsbergensis,(Kylin) Woelkerling,,,,,Audouinella spetsbergensis
Rhodophyta,Florideophyceae,Audouinella,corymbifera,(Thuret) Dixon,,,,,Audouinella corymbifera
Rhodophyta,Florideophyceae,Audouinella,microscopica,(Naegeli) Wolkerling,,,,,Audouinella microscopica
Rhodophyta,Florideophyceae,Audouinella,densa,(Drew) Garbary a,,,,,Audouinella densa
Rhodophyta,Florideophyceae,Audouinella,howei,(Yamada) Garbary,,,,,Audouinella howei
Rhodophyta,Florideophyceae,Audouinella,simplex,"(Drew) Garbary, Hansen et Scagel",,,,,Audouinella simplex
Cyanobacteria,Cyanophyceae,Aulosira,laxa,Kirchner,,,,,Aulosira laxa
Cyanobacteria,Cyanophyceae,Aulosira,prolifica,Bharawadja,,,,,Aulosira prolifica
Ochrophyta,Phaeophyceae,Aureophycus,aleuticus,"H.Kawai, T.Hanyuda, Lindeberg & S.C.Lindstrom",,,,,Aureophycus aleuticus
Ochrophyta,Phaeophyceae,Austronereia,australis,(Harvey) Womersley,,,,,Austronereia australis
Rhodophyta,Florideophyceae,Austrophyllis,alcicornis,(J. Agardh) Womersley & Norris,,,,,Austrophyllis alcicornis
Chlorophyta,Bryopsidophyceae,Avrainvillea,asarifolia,Boergesen,,,,,Avrainvillea asarifolia
Chlorophyta,Bryopsidophyceae,Avrainvillea,clavatiramea,Gepp & Gepp,,,,,Avrainvillea clavatiramea
Chlorophyta,Bryopsidophyceae,Avrainvillea,erecta,(Berkeley) A. & E. S. Gepp,,,,,Avrainvillea erecta
Chlorophyta,Bryopsidophyceae,Avrainvillea,lacerata,J. Agardh,,,,,Avrainvillea lacerata
Chlorophyta,Bryopsidophyceae,Avrainvillea,longicaulis,(Kg.) Murray & Boodlea,,,,,Avrainvillea longicaulis
Chlorophyta,Bryopsidophyceae,Avrainvillea,nigricans,Decaisne,,,,,Avrainvillea nigricans
Chlorophyta,Bryopsidophyceae,Avrainvillea,obscura,(C. Agardh) J. Agardh,,,,,Avrainvillea obscura
Chlorophyta,Bryopsidophyceae,Avrainvillea,rawsonii,(Dickie) Howe,,,,,Avrainvillea rawsonii
Chlorophyta,Bryopsidophyceae,Avrainvillea,erecta,(Berk.) A. & E. S. Gepp,,,,,Avrainvillea erecta
Ochrophyta,Phaeophyceae,Bachelotia,antillarum,(Grun.) Gerloff,,,,,Bachelotia antillarum
Ochrophyta,Phaeophyceae,Bachelotia,fulvescens,(Bornet) Hamel,,,,,Bachelotia fulvescens
Rhodophyta,Florideophyceae,Ballia,scoparia,(Hooker F. & Harvey) Harvey,,,,,Ballia scoparia
Rhodophyta,Florideophyceae,Ballia,callitricha,(C. Agardh) Kuetzing,,,,,Ballia callitricha
Rhodophyta,Florideophyceae,Ballia,beckeri,Schmitz ex Mazza,,,,,Ballia beckeri
Rhodophyta,Florideophyceae,Ballia,hirsuta,Wollaston,,,,,Ballia hirsuta
Rhodophyta,Florideophyceae,Ballia,scoparia,(J. D. Hooker & Harvey) Harvey,,,,,Ballia scoparia
Rhodophyta,Florideophyceae,Ballia,callithricha,(C. Agardh) Kuetzing,,,,,Ballia callithricha
Rhodophyta,Balliaceae,Ballia,callitricha,(C. Agardh) Kutz,,,,,Ballia callitricha
Rhodophyta,Florideophyceae,Balliella,subcorticata,(Itono) Itono & Tanaka,,,,,Balliella subcorticata
Rhodophyta,Bangiophyceae,Bangia,atropurpurea,(Roth) C. Agardh,,,,,Bangia atropurpurea
Rhodophyta,Bangiophyceae,Bangia,fuscopurpurea,(Dillwyn) Lyngbye,,,,,Bangia fuscopurpurea
Rhodophyta,Bangiophyceae,Bangia,vermicularis,Harvey,,,,,Bangia vermicularis
Rhodophyta,Bangiophyceae,Bangia,gloiopeltidicola,Tanaka,,,,,Bangia gloiopeltidicola
Rhodophyta,Bangiophyceae,Bangia,sp.,Lyngbye,,,,,Bangia sp.
Rhodophyta,Bangiophyceae,Bangia,,Lyngbye,,,,,Bangia NA
Rhodophyta,Bangiophyceae,Bangia,tenuis,(Collins) Gardner,,,,,Bangia tenuis
Rhodophyta,Bangiophyceae,Bangia,maxima,Gardner,,,,,Bangia maxima
Rhodophyta,Bangiaceae,Bangia,fuscopurpurea,(Dillw.) Lyngbye,,,,,Bangia fuscopurpurea
Rhodophyta,Bangiophyceae,Bangiadulcis,atropurpurea,(Roth) W. A. Nelson,,,,,Bangiadulcis atropurpurea
Rhodophyta,Florideophyceae,Bartoniella,prolifera,Kylin,,,,,Bartoniella prolifera
Oomycota,Oomycetes,Basidiophora,entospora,Roze and Cornu,,,,,Basidiophora entospora
Oomycota,Oomycetes,Basidiophora,entospora,Roze et. Cornu,,,,,Basidiophora entospora
Chlorophyta,Ulvophyceae,Batophora,oerstedi,J. Agardh,,,,,Batophora oerstedi
Rhodophyta,Florideophyceae,Batrachospermum,carpocontortum,"Sheath, Morison, K.M.Cole & Vanalstyne",,,,,Batrachospermum carpocontortum
Rhodophyta,Florideophyceae,Batrachospermum,boryanum,Sirodot,,,,,Batrachospermum boryanum
Rhodophyta,Florideophyceae,Batrachospermum,densum,Sirodot,,,,,Batrachospermum densum
Rhodophyta,Florideophyceae,Batrachospermum,dillenii,Bory,,,,,Batrachospermum dillenii
Rhodophyta,Florideophyceae,Batrachospermum,ectocarpum,Sirodot,,,,,Batrachospermum ectocarpum
Rhodophyta,Florideophyceae,Batrachospermum,macrosporum,(Wood) Collins,,,,,Batrachospermum macrosporum
Rhodophyta,Florideophyceae,Batrachospermum,moniliforme,(Roth) Sirodot,,,,,Batrachospermum moniliforme
Rhodophyta,Florideophyceae,Batrachospermum,pyramidale,Sirodot,,,,,Batrachospermum pyramidale
Rhodophyta,Florideophyceae,Batrachospermum,radians,Sirodot,,,,,Batrachospermum radians
Rhodophyta,Florideophyceae,Batrachospermum,reginense,Sirodot,,,,,Batrachospermum reginense
Rhodophyta,Florideophyceae,Batrachospermum,ruiggarianum,Grunow,,,,,Batrachospermum ruiggarianum
Rhodophyta,Florideophyceae,Batrachospermum,ulandium,Sirodot,,,,,Batrachospermum ulandium
Rhodophyta,Florideophyceae,Batrachospermum,vagum,(Roth) Agardh,,,,,Batrachospermum vagum
Rhodophyta,Florideophyceae,Batrachospermum,virgatum,Sirodot,,,,,Batrachospermum virgatum
Rhodophyta,Florideophyceae,Batrachospermum,sirodotii,Sjuja ex Flint,,,,,Batrachospermum sirodotii
Rhodophyta,Florideophyceae,Batrachospermum,heterocorticum,Sheath & K.M.Cole,,,,,Batrachospermum heterocorticum
Rhodophyta,Florideophyceae,Batrachospermum,turfosum,Bory,,,,,Batrachospermum turfosum
Rhodophyta,Florideophyceae,Baylesia,plumosa,Setchell,,,,,Baylesia plumosa
Ochrophyta,Phaeophyceae,Bellotia,eriophorum,Harvey,,,,,Bellotia eriophorum
Rhodophyta,Florideophyceae,Benzaitenia,yenoshimensis,Yendo,,,,,Benzaitenia yenoshimensis
Rhodophyta,Florideophyceae,Beringiella,labiosa,M.J.Wynne,,,,,Beringiella labiosa
Rhodophyta,Florideophyceae,Beringiella,labiosa,Wynne,,,,,Beringiella labiosa
Rhodophyta,Florideophyceae,Beringiella,labiosa,M.J. Wynne,,,,,Beringiella labiosa
Ochrophyta,Bacillariophyceae,Berkeleya,rutilans,(Trentepohl) Grunow,,,,,Berkeleya rutilans
Rhodophyta,Florideophyceae,Bertholdia,japonica,(Okamura) Segawa,,,,,Bertholdia japonica
Rhodophyta,Florideophyceae,Besa,leptophylla,(J.Agardh) M.S.Calderon & K.A.Miller,,,,,Besa leptophylla
Ochrophyta,Phaeophyceae,Bifurcaria,bifurcata,(Velley) R. Ross,,,,,Bifurcaria bifurcata
Ochrophyta,Phaeophyceae,Bifurcaria,bifurcata,(Velley) Ross,,,,,Bifurcaria bifurcata
Ochrophyta,Phaeophyceae,Bifurcaria,rotunda,(Hudson) Papenfuss,,,,,Bifurcaria rotunda
Ochrophyta,Phaeophyceae,Bifurcaria,bifurcata,R. Ross,,,,,Bifurcaria bifurcata
Rhodophyta,Florideophyceae,Bindera,levringii,Lindauer,,,,,Bindera levringii
Rhodophyta,Florideophyceae,Binghamia,californica,J. Agardh,,,,,Binghamia californica
Chlorophyta,Bryopsidophyceae,Blastophysa,rhizopus,Reinke,,,,,Blastophysa rhizopus
Chlorophyta,Ulvophyceae,Blidingia,marginata,(J. Ag.) P. Dang.,,,,,Blidingia marginata
Chlorophyta,Ulvophyceae,Blidingia,minima,(Naegeli ex Kuetzing) Kylin,,,,,Blidingia minima
Chlorophyta,Ulvophyceae,Blidingia,subsalsa,(Kjellman) Kornmann & Sahling,,,,,Blidingia subsalsa
Chlorophyta,Ulvophyceae,Blidingia,subsalsa,Kjellman & Sahling,,,,,Blidingia subsalsa
Chlorophyta,Ulvophyceae,Blidingia,marginata,(J.G. Agardh) Dangeard,,,,,Blidingia marginata
Chlorophyta,Ulvophyceae,Blidingia,chadefaudii,(J. Feldmann) Bliding,,,,,Blidingia chadefaudii
Chlorophyta,Ulvophyceae,Blidingia,subsalsa,(Kjellman) Kornmann,,,,,Blidingia subsalsa
Chlorophyta,Ulvophyceae,Blidingia,marginata,(J. Agardh) Dangeard,,,,,Blidingia marginata
Chlorophyta,Ulvophyceae,Blidingia,minima ?,(Naegeli ex Kuetzing) Kylin,,,,,Blidingia minima ?
Chlorophyta,Ulvophyceae,Blidingia,marginata,J. Agardh,,,,,Blidingia marginata
Chlorophyta,Ulvophyceae,Blidingia,minima,(Naegeli ex Kützing) Kylin,,,,,Blidingia minima
Chlorophyta,Ulvophyceae,Blidingia,chadefaudii,(Feldmann) Bliding,,,,,Blidingia chadefaudii
Chlorophyta,Ulvophyceae,Blidingia,subsalsa,"(Kjellman) Kornmann et Sahling ex Scagel, Gabrielson, Garbary et al.",,,,,Blidingia subsalsa
Chlorophyta,Ulvophyceae,Blidingia,minima,(Nägeli ex Kützing) Kylin,,,,,Blidingia minima
Chlorophyta,Ulvophyceae,Blidingia,marginata,(J. Agardh) P. Dangeard,,,,,Blidingia marginata
Chlorophyta,Ulvophyceae,Blidingia,subsalsa,(Kjellman) Kormann & Sahling,,,,,Blidingia subsalsa
Chlorophyta,Ulvophyceae,Blidingia,minima,(Nageli ex Kützing) Kylin,,,,,Blidingia minima
Chlorophyta,Ulvophyceae,Blidingia,minima,(Nageli ex Kutz) Kylin,,,,,Blidingia minima
Chlorophyta,Ulvophyceae,Blidingia,dawsonii,"(Hollenberg & I.A. Abbott) S.C. Lindstrom, Hanic & Golden",,,,,Blidingia dawsonii
Ochrophyta,Phaeophyceae,Blossevillea,galapagensis,(Picc. & Grun.) Taylor,,,,,Blossevillea galapagensis
Chlorophyta,Ulvophyceae,Boergesenia,forbesii,(Harv.) Feldmann,,,,,Boergesenia forbesii
Chlorophyta,Ulvophyceae,Boergesenia,forbesii,(W. H. Harvey) J. Feldmann,,,,,Boergesenia forbesii
Chlorophyta,Ulvophyceae,Boergesenia,forbesii,(Harvey) Feldmann,,,,,Boergesenia forbesii
Rhodophyta,Florideophyceae,Boergeseniella,fruticulosa,(Wulfen) Kylin,,,,,Boergeseniella fruticulosa
Rhodophyta,Florideophyceae,Boergeseniella,thuyoides,(Harvey) Kylin,,,,,Boergeseniella thuyoides
Chlorophyta,Ulvophyceae,Bolbocoleon,piliferum,N. Pringsh.,,,,,Bolbocoleon piliferum
Chlorophyta,Ulvophyceae,Bolbocoleon,piliferum,N. Pringsheim,,,,,Bolbocoleon piliferum
Rhodophyta,Florideophyceae,Bonnemaisonia,geniculata,Gardner,,,,,Bonnemaisonia geniculata
Rhodophyta,Florideophyceae,Bonnemaisonia,hamifera,Hariot,,,,,Bonnemaisonia hamifera
Rhodophyta,Florideophyceae,Bonnemaisonia,nootkana,(Esper) Silva,,,,,Bonnemaisonia nootkana
Rhodophyta,Florideophyceae,Bonnemaisonia,nootkana,(Esper) Falkenberg,,,,,Bonnemaisonia nootkana
Rhodophyta,Florideophyceae,Bonnemaisonia,asparagoides,(Woodward) C. Agardh,,,,,Bonnemaisonia asparagoides
Rhodophyta,Florideophyceae,Bonnemaisonia,californica,Buffham,,,,,Bonnemaisonia californica
Chlorophyta,Ulvophyceae,Boodlea,composita,F. Elongata Brand,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,composita,(W. H. Harvey) Brand,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,composita,F. Contracta Brand,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,composita,(Harvey) F.Brand,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,composita,(Harvey) Brand,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,composita,(Harvey) Brand.,,,,,Boodlea composita
Chlorophyta,Ulvophyceae,Boodlea,montagnei,(Harvey ex J.E. Gray) Egerod,,,,,Boodlea montagnei
Chlorophyta,Bryopsidophyceae,Boodleopsis,pusilla,"(Collins) Taylor,Joly & Bernatowicz",,,,,Boodleopsis pusilla
Chlorophyta,Bryopsidophyceae,Boodleopsis,siphonacea,A. & E. Gepp,,,,,Boodleopsis siphonacea
Chlorophyta,Bryopsidophyceae,Boodleopsis,siphonacea,A.Gepp & E.S.Gepp,,,,,Boodleopsis siphonacea
Chlorophyta,Bryopsidophyceae,Boodleopsis,hawaiiensis,Gilbert,,,,,Boodleopsis hawaiiensis
Rhodophyta,Bangiophyceae,Boreophyllum,aestivalis,(S.C. Lindstrom & Fredricq) S.C. Lindstrom,,,,,Boreophyllum aestivalis
Rhodophyta,Bangiophyceae,Boreophyllum,aleuticum,S.C. Lindstrom & M.R. Lindeberg,,,,,Boreophyllum aleuticum
Rhodophyta,,Boreophyllum,aestivale,(S.C. Lindstrom et Fredericq) S.C. Lindstrom,,,,,Boreophyllum aestivale
Rhodophyta,Bangiophyceae,Boreophyllum,aestivale,(S.C. Lindstrom et Fredericq) S.C. Lindstrom,,,,,Boreophyllum aestivale
Rhodophyta,Bangiophyceae,Boreophyllum,aestivalis,(S.C. Lindstrom et Fredericq) S.C. Lindstrom,,,,,Boreophyllum aestivalis
Rhodophyta,Bangiophyceae,Boreophyllum,ambiguum,S.C. Lindstrom,,,,,Boreophyllum ambiguum
Rhodophyta,Bangiophyceae,Boreophyllum,aestivalis,(S.C. Lindstrom & Fredericq) S.C. Lindstrom,,,,,Boreophyllum aestivalis
Rhodophyta,Bangiophyceae,Boreophyllum,aestivalis,(Sandra C. Lindstrom et Fredericq) Sandra C. Lindstrom,,,,,Boreophyllum aestivalis
Rhodophyta,Bangiophyceae,Boreophyllum,aestivalis,(Sandra C. Lindstrom & Fredericq) Sandra C. Lindstrom,,,,,Boreophyllum aestivalis
,,Boreophyllum,aestivalis,(S.C. Lindstrom & Fredericq) S.C. Lindstrom,,,,,Boreophyllum aestivalis
Rhodophyta,Bangiophyceae,Boreophyllum,aleuticum,S.C.Lindstrom & M.R.Lindeberg,,,,,Boreophyllum aleuticum
Rhodophyta,Florideophyceae,Boreothamnion,villosum,Wynne,,,,,Boreothamnion villosum
Rhodophyta,Florideophyceae,Boreothamnion,villosum,M. J. Wynne,,,,,Boreothamnion villosum
Rhodophyta,Florideophyceae,Boreothamnion,villosum,M.J. Wynne,,,,,Boreothamnion villosum
Chlorophyta,Ulvophyceae,Bornetella,capitata,(W. H. Harvey) J. Agardh,,,,,Bornetella capitata
Chlorophyta,Ulvophyceae,Bornetella,nitida,Munier-chalmas,,,,,Bornetella nitida
Chlorophyta,Ulvophyceae,Bornetella,sphaerica,(Zanard.) Solms-laubach,,,,,Bornetella sphaerica
Chlorophyta,Ulvophyceae,Bornetella,oligospora,Solms-laubach,,,,,Bornetella oligospora
Chlorophyta,Ulvophyceae,Bornetella,ovalis,Yamada,,,,,Bornetella ovalis
Chlorophyta,Ulvophyceae,Bornetella,nitida,(Harvey) Munier-chalmers,,,,,Bornetella nitida
Chlorophyta,Ulvophyceae,Bornetella,sphaerica,(Zonardini) Solms-Laubach,,,,,Bornetella sphaerica
Rhodophyta,Florideophyceae,Bornetia,binderiana,(Sonder) Turner,,,,,Bornetia binderiana
Rhodophyta,Florideophyceae,Bornetia,meredithiana,J. Agardh,,,,,Bornetia meredithiana
Rhodophyta,Florideophyceae,Bossiella,californica,(Decaisne) Silva,,,,,Bossiella californica
Rhodophyta,Florideophyceae,Bossiella,californica,(Decaisne) P.C. Silva,,,,,Bossiella californica
Rhodophyta,Florideophyceae,Bossiella,chiloensis,(Decaisne) Johansen,,,,,Bossiella chiloensis
Rhodophyta,Florideophyceae,Bossiella,cretacea,(Postels & Ruprecht) Johansen,,,,,Bossiella cretacea
Rhodophyta,Florideophyceae,Bossiella,orbigniana,(Decaisne) Silva,,,,,Bossiella orbigniana
